vehicle_id,model,engine_type,engine_cc,weight_kg,vehicle_class,vehicle_age,drivetrain,condition,manufacture_year,service_date,season,ambient_temp,mileage,missed_services,service_type,failure_occurred,failure_type,failure_severity,parts_replaced,service_cost
V2,Altima,I4,2500,1450,Sedan,4,FWD,100.0,2019,2023-01-09,Winter,30.1,56700,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.8
V2,Altima,I4,2500,1450,Sedan,4,FWD,100.0,2019,2023-07-10,Summer,42.1,63725,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.6
V2,Altima,I4,2500,1450,Sedan,4,FWD,100.0,2019,2023-12-23,Winter,19.8,70132,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.9
V2,Altima,I4,2500,1450,Sedan,5,FWD,95.68181,2019,2024-06-25,Summer,31.5,77273,1,Skipped,0,None,None,None,0.0
V2,Altima,I4,2500,1450,Sedan,5,FWD,96.64594,2019,2024-12-30,Winter,25.5,84529,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.8
V2,Altima,I4,2500,1450,Sedan,6,FWD,97.28312,2019,2025-07-14,Summer,47.9,92094,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.5
V2,Altima,I4,2500,1450,Sedan,7,FWD,97.58059999999999,2019,2026-02-06,Winter,22.0,100084,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.1
V2,Altima,I4,2500,1450,Sedan,7,FWD,97.66384999999998,2019,2026-08-10,Summer,36.9,107225,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.6
V3,Patrol,V6,4000,2600,SUV,0,AWD,100.0,2009,2009-07-27,Summer,39.3,9625,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.3
V3,Patrol,V6,4000,2600,SUV,1,AWD,100.0,2009,2010-01-30,Winter,27.3,18320,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.0
V3,Patrol,V6,4000,2600,SUV,1,AWD,100.0,2009,2010-07-29,Summer,44.8,26690,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.3
V3,Patrol,V6,4000,2600,SUV,2,AWD,100.0,2009,2011-01-11,Winter,24.2,34409,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.9
V3,Patrol,V6,4000,2600,SUV,2,AWD,100.0,2009,2011-07-03,Summer,41.2,42453,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.3
V3,Patrol,V6,4000,2600,SUV,3,AWD,100.0,2009,2012-01-12,Winter,23.0,51427,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.2
V3,Patrol,V6,4000,2600,SUV,3,AWD,100.0,2009,2012-07-18,Summer,38.0,60169,0,Preventive,0,None,None,"Oil Filter,Engine Oil",30.0
V3,Patrol,V6,4000,2600,SUV,4,AWD,100.0,2009,2013-01-18,Winter,22.3,68725,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.9
V3,Patrol,V6,4000,2600,SUV,4,AWD,100.0,2009,2013-07-09,Summer,41.0,76723,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.8
V3,Patrol,V6,4000,2600,SUV,4,AWD,100.0,2009,2013-12-26,Winter,21.3,84628,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.0
V3,Patrol,V6,4000,2600,SUV,5,AWD,100.0,2009,2014-06-17,Summer,40.6,92672,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.6
V3,Patrol,V6,4000,2600,SUV,5,AWD,100.0,2009,2014-11-30,Autumn,30.1,100391,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.5
V3,Patrol,V6,4000,2600,SUV,6,AWD,100.0,2009,2015-05-22,Spring,28.6,108435,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.1
V3,Patrol,V6,4000,2600,SUV,6,AWD,99.90422000000001,2009,2015-11-12,Autumn,33.3,116526,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.3
V3,Patrol,V6,4000,2600,SUV,7,AWD,99.45875000000001,2009,2016-05-09,Spring,26.6,124849,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.1
V3,Patrol,V6,4000,2600,SUV,7,AWD,98.75801000000001,2009,2016-11-08,Autumn,27.7,133358,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.4
V3,Patrol,V6,4000,2600,SUV,8,AWD,97.70896000000002,2009,2017-05-05,Spring,22.9,141635,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.6
V3,Patrol,V6,4000,2600,SUV,8,AWD,96.42834000000002,2009,2017-10-18,Autumn,22.7,149354,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.0
V3,Patrol,V6,4000,2600,SUV,9,AWD,94.78825000000002,2009,2018-04-22,Spring,31.5,158003,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.6
V3,Patrol,V6,4000,2600,SUV,9,AWD,92.91659000000001,2009,2018-10-05,Autumn,30.0,165722,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.4
V3,Patrol,V6,4000,2600,SUV,10,AWD,90.67013000000001,2009,2019-04-20,Spring,29.8,174882,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.1
V3,Patrol,V6,4000,2600,SUV,10,AWD,88.18373000000001,2009,2019-10-09,Autumn,24.1,182880,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.9
V3,Patrol,V6,4000,2600,SUV,11,AWD,85.30996000000002,2009,2020-05-02,Spring,36.5,192459,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.4
V3,Patrol,V6,4000,2600,SUV,11,AWD,82.20462000000002,2009,2020-10-15,Autumn,35.5,200178,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.6
V3,Patrol,V6,4000,2600,SUV,12,AWD,78.76075000000002,2009,2021-04-04,Spring,26.7,208129,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.4
V3,Patrol,V6,4000,2600,SUV,12,AWD,75.05882000000001,2009,2021-10-06,Autumn,31.2,216731,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.1
V3,Patrol,V6,4000,2600,SUV,13,AWD,75.98209000000001,2009,2022-04-21,Spring,27.9,225891,0,Corrective,1,Wheel Alignment Issue,Low,Alignment Service,18.6
V3,Patrol,V6,4000,2600,SUV,13,AWD,71.64451000000001,2009,2022-10-25,Autumn,28.1,234586,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.1
V3,Patrol,V6,4000,2600,SUV,14,AWD,61.472570000000005,2009,2023-04-11,Spring,26.5,242398,1,Skipped,0,None,None,None,0.0
V3,Patrol,V6,4000,2600,SUV,14,AWD,61.53978000000001,2009,2023-10-15,Autumn,36.9,251093,0,Emergency,1,Battery Failure,Medium,Battery,45.8
V3,Patrol,V6,4000,2600,SUV,15,AWD,56.24056000000001,2009,2024-04-23,Spring,29.9,259974,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.1
V3,Patrol,V6,4000,2600,SUV,15,AWD,50.68466000000001,2009,2024-10-24,Autumn,31.3,268530,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.4
V3,Patrol,V6,4000,2600,SUV,16,AWD,44.779070000000004,2009,2025-04-21,Spring,25.1,276853,0,Preventive,0,None,None,"Oil Filter,Engine Oil",30.0
V3,Patrol,V6,4000,2600,SUV,16,AWD,43.63354,2009,2025-10-10,Autumn,37.6,284851,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,40.3
V3,Patrol,V6,4000,2600,SUV,17,AWD,37.09368,2009,2026-05-09,Spring,30.9,294662,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.5
V4,Sunny,I4,1500,1050,Sedan,0,FWD,100.0,2011,2011-06-16,Summer,50.6,9163,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.4
V4,Sunny,I4,1500,1050,Sedan,0,FWD,100.0,2011,2011-11-29,Autumn,30.8,18326,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.7
V4,Sunny,I4,1500,1050,Sedan,1,FWD,100.0,2011,2012-05-13,Spring,33.0,27489,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.0
V4,Sunny,I4,1500,1050,Sedan,1,FWD,100.0,2011,2012-11-29,Autumn,29.5,38529,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.6
V4,Sunny,I4,1500,1050,Sedan,2,FWD,100.0,2011,2013-06-06,Summer,51.2,48961,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.0
V4,Sunny,I4,1500,1050,Sedan,2,FWD,100.0,2011,2013-12-24,Winter,22.6,60056,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.5
V4,Sunny,I4,1500,1050,Sedan,3,FWD,100.0,2011,2014-06-23,Summer,43.3,70047,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.2
V4,Sunny,I4,1500,1050,Sedan,3,FWD,100.0,2011,2014-12-06,Winter,26.6,79210,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.3
V4,Sunny,I4,1500,1050,Sedan,4,FWD,100.0,2011,2015-05-22,Spring,33.8,88428,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.2
V4,Sunny,I4,1500,1050,Sedan,4,FWD,100.0,2011,2015-12-01,Winter,26.2,99081,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.7
V4,Sunny,I4,1500,1050,Sedan,5,FWD,100.0,2011,2016-05-20,Spring,29.1,108520,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.2
V4,Sunny,I4,1500,1050,Sedan,5,FWD,99.95793,2011,2016-11-09,Autumn,27.4,118069,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.4
V4,Sunny,I4,1500,1050,Sedan,6,FWD,99.51118000000001,2011,2017-05-12,Spring,25.4,128225,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.7
V4,Sunny,I4,1500,1050,Sedan,6,FWD,98.78954000000002,2011,2017-10-25,Autumn,32.0,137388,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.3
V4,Sunny,I4,1500,1050,Sedan,7,FWD,97.65989000000002,2011,2018-04-29,Spring,36.1,147655,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.4
V4,Sunny,I4,1500,1050,Sedan,7,FWD,96.21893000000001,2011,2018-11-03,Autumn,27.5,158032,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.3
V4,Sunny,I4,1500,1050,Sedan,8,FWD,94.35505000000002,2011,2019-05-17,Spring,25.6,168796,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V4,Sunny,I4,1500,1050,Sedan,8,FWD,92.21298000000002,2011,2019-11-01,Autumn,24.5,178069,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.0
V4,Sunny,I4,1500,1050,Sedan,9,FWD,89.69602,2011,2020-04-15,Spring,31.1,187232,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.9
V4,Sunny,I4,1500,1050,Sedan,9,FWD,86.90417,2011,2020-09-28,Autumn,31.0,196395,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.5
V4,Sunny,I4,1500,1050,Sedan,10,FWD,83.6861,2011,2021-04-13,Spring,26.6,207269,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.3
V4,Sunny,I4,1500,1050,Sedan,10,FWD,80.12689999999999,2011,2021-11-05,Autumn,35.2,218640,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.9
V4,Sunny,I4,1500,1050,Sedan,11,FWD,76.17295,2011,2022-05-02,Spring,30.4,228465,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.8
V4,Sunny,I4,1500,1050,Sedan,11,FWD,76.91762,2011,2022-10-31,Autumn,29.3,238511,0,Corrective,1,Spark Plug Failure,Low,Spark Plug,11.0
V4,Sunny,I4,1500,1050,Sedan,12,FWD,72.25926,2011,2023-05-02,Spring,25.0,248612,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.3
V4,Sunny,I4,1500,1050,Sedan,12,FWD,72.30449999999999,2011,2023-10-28,Autumn,33.8,258492,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,39.7
V4,Sunny,I4,1500,1050,Sedan,13,FWD,66.94008,2011,2024-05-02,Spring,24.7,268814,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.4
V4,Sunny,I4,1500,1050,Sedan,13,FWD,61.267649999999996,2011,2024-11-04,Autumn,33.7,279081,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.4
V4,Sunny,I4,1500,1050,Sedan,14,FWD,60.21205,2011,2025-04-24,Spring,34.2,288520,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",55.5
V4,Sunny,I4,1500,1050,Sedan,14,FWD,53.871629999999996,2011,2025-10-13,Autumn,26.8,298014,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.8
V4,Sunny,I4,1500,1050,Sedan,15,FWD,52.156319999999994,2011,2026-03-28,Spring,28.4,307177,0,Corrective,1,Refrigerant Leak,Medium,Refrigerant,23.1
V5,Patrol,V6,4000,2600,SUV,0,AWD,100.0,2011,2011-06-29,Summer,39.4,6748,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.8
V5,Patrol,V6,4000,2600,SUV,0,AWD,100.0,2011,2011-12-26,Winter,23.8,13534,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.3
V5,Patrol,V6,4000,2600,SUV,1,AWD,100.0,2011,2012-06-26,Summer,37.5,20433,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.2
V5,Patrol,V6,4000,2600,SUV,2,AWD,100.0,2011,2013-01-02,Winter,13.8,27596,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.2
V5,Patrol,V6,4000,2600,SUV,2,AWD,100.0,2011,2013-06-17,Summer,48.9,33854,0,Corrective,1,Clutch Wear,Low,Clutch Kit,184.7
V5,Patrol,V6,4000,2600,SUV,2,AWD,100.0,2011,2013-12-06,Winter,22.8,40338,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.4
V5,Patrol,V6,4000,2600,SUV,3,AWD,100.0,2011,2014-05-21,Spring,28.8,46596,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.5
V5,Patrol,V6,4000,2600,SUV,3,AWD,100.0,2011,2014-12-11,Winter,22.1,54286,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.3
V5,Patrol,V6,4000,2600,SUV,4,AWD,100.0,2011,2015-06-28,Summer,49.1,61788,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.0
V5,Patrol,V6,4000,2600,SUV,4,AWD,100.0,2011,2015-12-14,Winter,29.3,68159,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.2
V5,Patrol,V6,4000,2600,SUV,5,AWD,100.0,2011,2016-06-13,Summer,48.3,75020,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.7
V5,Patrol,V6,4000,2600,SUV,5,AWD,100.0,2011,2016-12-07,Winter,23.2,81692,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.7
V5,Patrol,V6,4000,2600,SUV,6,AWD,100.0,2011,2017-06-14,Summer,33.2,88817,0,Emergency,1,Shock Absorber Wear,Medium,Shock Absorber,81.3
V5,Patrol,V6,4000,2600,SUV,6,AWD,100.0,2011,2017-12-09,Winter,23.7,95527,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.1
V5,Patrol,V6,4000,2600,SUV,7,AWD,94.71027,2011,2018-06-25,Summer,39.6,102991,1,Skipped,0,None,None,None,0.0
V5,Patrol,V6,4000,2600,SUV,7,AWD,94.71584999999999,2011,2018-12-23,Winter,20.7,109814,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.8
V5,Patrol,V6,4000,2600,SUV,8,AWD,88.93369,2011,2019-06-07,Summer,44.9,116072,1,Skipped,0,None,None,None,0.0
V5,Patrol,V6,4000,2600,SUV,8,AWD,82.96379,2011,2019-11-20,Autumn,30.9,122330,2,Skipped,0,None,None,None,0.0
V5,Patrol,V6,4000,2600,SUV,9,AWD,76.68467,2011,2020-05-23,Spring,31.0,129304,3,Skipped,0,None,None,None,0.0
V5,Patrol,V6,4000,2600,SUV,9,AWD,70.18615999999999,2011,2020-12-03,Winter,28.6,136617,4,Skipped,0,None,None,None,0.0
V5,Patrol,V6,4000,2600,SUV,10,AWD,68.87728999999999,2011,2021-06-07,Summer,40.2,143629,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.8
V5,Patrol,V6,4000,2600,SUV,10,AWD,72.36372999999999,2011,2021-12-05,Winter,19.9,150452,0,Corrective,1,Wheel Alignment Issue,Low,Alignment Service,18.6
V5,Patrol,V6,4000,2600,SUV,11,AWD,70.54887,2011,2022-06-01,Summer,41.8,157162,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.6
V5,Patrol,V6,4000,2600,SUV,11,AWD,68.54626999999999,2011,2022-11-14,Autumn,33.4,163420,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.6
V5,Patrol,V6,4000,2600,SUV,12,AWD,60.72766999999999,2011,2023-05-24,Spring,21.5,170620,1,Skipped,0,None,None,None,0.0
V5,Patrol,V6,4000,2600,SUV,12,AWD,52.698709999999984,2011,2023-11-26,Autumn,33.9,177632,2,Skipped,0,None,None,None,0.0
V5,Patrol,V6,4000,2600,SUV,13,AWD,49.86844999999999,2011,2024-05-22,Spring,26.4,184342,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.3
V5,Patrol,V6,4000,2600,SUV,13,AWD,41.32443999999999,2011,2024-11-27,Autumn,28.9,191467,1,Skipped,0,None,None,None,0.0
V5,Patrol,V6,4000,2600,SUV,14,AWD,37.99268999999999,2011,2025-05-12,Spring,27.3,197725,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.4
V5,Patrol,V6,4000,2600,SUV,14,AWD,39.43701999999999,2011,2025-11-26,Autumn,33.3,205189,0,Corrective,1,Tire Wear,Low,Tire,48.4
V5,Patrol,V6,4000,2600,SUV,15,AWD,39.05175999999999,2011,2026-06-17,Summer,37.7,212842,0,Corrective,1,Clutch Wear,Low,Clutch Kit,167.5
V6,Pathfinder,V6,3500,2000,SUV,0,AWD,100.0,2011,2011-06-16,Summer,45.9,6258,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.5
V6,Pathfinder,V6,3500,2000,SUV,0,AWD,100.0,2011,2011-12-06,Winter,16.3,12780,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.4
V6,Pathfinder,V6,3500,2000,SUV,1,AWD,100.0,2011,2012-06-16,Summer,44.6,20056,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.1
V6,Pathfinder,V6,3500,2000,SUV,2,AWD,100.0,2011,2013-01-01,Winter,17.4,27558,0,Preventive,0,None,None,"Oil Filter,Engine Oil",29.9
V6,Pathfinder,V6,3500,2000,SUV,2,AWD,100.0,2011,2013-07-12,Summer,51.1,34796,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.0
V6,Pathfinder,V6,3500,2000,SUV,2,AWD,100.0,2011,2013-12-25,Winter,29.1,41054,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.5
V6,Pathfinder,V6,3500,2000,SUV,3,AWD,100.0,2011,2014-06-17,Summer,44.2,47613,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.3
V6,Pathfinder,V6,3500,2000,SUV,4,AWD,100.0,2011,2015-01-03,Winter,23.2,55153,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.6
V6,Pathfinder,V6,3500,2000,SUV,4,AWD,100.0,2011,2015-06-18,Summer,38.6,61411,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.0
V6,Pathfinder,V6,3500,2000,SUV,4,AWD,100.0,2011,2015-12-08,Winter,25.6,67933,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.0
V6,Pathfinder,V6,3500,2000,SUV,5,AWD,100.0,2011,2016-06-15,Summer,50.9,75096,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.5
V6,Pathfinder,V6,3500,2000,SUV,5,AWD,100.0,2011,2016-12-22,Winter,17.9,82259,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.2
