vehicle_id,condition,model,engine_type,engine_cc,weight_kg,vehicle_class,drivetrain,manufacture_year,service_date,season,ambient_temp,vehicle_age,mileage,avg_daily_km,driving_style,diligence,missed_services,service_type,failure_occurred,failure_type,failure_severity,parts_replaced,service_cost
V4,99.51118000000001,Sunny,I4,1500,1050,Sedan,FWD,2011,2017-05-12,Spring,25.4,6,128225,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.7
V4,98.78954000000002,Sunny,I4,1500,1050,Sedan,FWD,2011,2017-10-25,Autumn,32.0,6,137388,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.3
V4,97.65989000000002,Sunny,I4,1500,1050,Sedan,FWD,2011,2018-04-29,Spring,36.1,7,147655,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.4
V4,96.21893000000001,Sunny,I4,1500,1050,Sedan,FWD,2011,2018-11-03,Autumn,27.5,7,158032,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.3
V4,94.35505000000002,Sunny,I4,1500,1050,Sedan,FWD,2011,2019-05-17,Spring,25.6,8,168796,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.8
V4,92.21298000000002,Sunny,I4,1500,1050,Sedan,FWD,2011,2019-11-01,Autumn,24.5,8,178069,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",26.0
V4,89.69602,Sunny,I4,1500,1050,Sedan,FWD,2011,2020-04-15,Spring,31.1,9,187232,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.9
V4,86.90417,Sunny,I4,1500,1050,Sedan,FWD,2011,2020-09-28,Autumn,31.0,9,196395,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.5
V4,83.6861,Sunny,I4,1500,1050,Sedan,FWD,2011,2021-04-13,Spring,26.6,10,207269,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.3
V4,80.12689999999999,Sunny,I4,1500,1050,Sedan,FWD,2011,2021-11-05,Autumn,35.2,10,218640,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",19.9
V4,76.17295,Sunny,I4,1500,1050,Sedan,FWD,2011,2022-05-02,Spring,30.4,11,228465,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.8
V4,76.91762,Sunny,I4,1500,1050,Sedan,FWD,2011,2022-10-31,Autumn,29.3,11,238511,55.2,Calm,Diligent,0,Corrective,1,Spark Plug Failure,Low,Spark Plug,11.0
V4,72.25926,Sunny,I4,1500,1050,Sedan,FWD,2011,2023-05-02,Spring,25.0,12,248612,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.3
V4,72.30449999999999,Sunny,I4,1500,1050,Sedan,FWD,2011,2023-10-28,Autumn,33.8,12,258492,55.2,Calm,Diligent,0,Corrective,1,Brake Pad Wear,Low,Brake Pads,39.7
V4,66.94008,Sunny,I4,1500,1050,Sedan,FWD,2011,2024-05-02,Spring,24.7,13,268814,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.4
V4,61.267649999999996,Sunny,I4,1500,1050,Sedan,FWD,2011,2024-11-04,Autumn,33.7,13,279081,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.4
V4,60.21205,Sunny,I4,1500,1050,Sedan,FWD,2011,2025-04-24,Spring,34.2,14,288520,55.2,Calm,Diligent,0,Corrective,1,Oil Leak,Low,"Oil Seal,Gasket",55.5
V4,53.871629999999996,Sunny,I4,1500,1050,Sedan,FWD,2011,2025-10-13,Autumn,26.8,14,298014,55.2,Calm,Diligent,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.8
V4,52.156319999999994,Sunny,I4,1500,1050,Sedan,FWD,2011,2026-03-28,Spring,28.4,15,307177,55.2,Calm,Diligent,0,Corrective,1,Refrigerant Leak,Medium,Refrigerant,23.1
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2011-06-29,Summer,39.4,0,6748,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",24.8
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2011-12-26,Winter,23.8,0,13534,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",21.3
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2012-06-26,Summer,37.5,1,20433,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.2
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2013-01-02,Winter,13.8,2,27596,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",27.2
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2013-06-17,Summer,48.9,2,33854,37.7,Calm,Irresponsible,0,Corrective,1,Clutch Wear,Low,Clutch Kit,184.7
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2013-12-06,Winter,22.8,2,40338,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.4
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2014-05-21,Spring,28.8,3,46596,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",18.5
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2014-12-11,Winter,22.1,3,54286,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",28.3
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2015-06-28,Summer,49.1,4,61788,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",23.0
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2015-12-14,Winter,29.3,4,68159,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",17.2
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2016-06-13,Summer,48.3,5,75020,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",20.7
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2016-12-07,Winter,23.2,5,81692,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",22.7
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2017-06-14,Summer,33.2,6,88817,37.7,Calm,Irresponsible,0,Emergency,1,Shock Absorber Wear,Medium,Shock Absorber,81.3
V5,100.0,Patrol,V6,4000,2600,SUV,AWD,2011,2017-12-09,Winter,23.7,6,95527,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",25.1
V5,94.71027,Patrol,V6,4000,2600,SUV,AWD,2011,2018-06-25,Summer,39.6,7,102991,37.7,Calm,Irresponsible,1,Skipped,0,None,None,None,0.0
V5,94.71584999999999,Patrol,V6,4000,2600,SUV,AWD,2011,2018-12-23,Winter,20.7,7,109814,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",16.8
V5,88.93369,Patrol,V6,4000,2600,SUV,AWD,2011,2019-06-07,Summer,44.9,8,116072,37.7,Calm,Irresponsible,1,Skipped,0,None,None,None,0.0
V5,82.96379,Patrol,V6,4000,2600,SUV,AWD,2011,2019-11-20,Autumn,30.9,8,122330,37.7,Calm,Irresponsible,2,Skipped,0,None,None,None,0.0
V5,76.68467,Patrol,V6,4000,2600,SUV,AWD,2011,2020-05-23,Spring,31.0,9,129304,37.7,Calm,Irresponsible,3,Skipped,0,None,None,None,0.0
V5,70.18615999999999,Patrol,V6,4000,2600,SUV,AWD,2011,2020-12-03,Winter,28.6,9,136617,37.7,Calm,Irresponsible,4,Skipped,0,None,None,None,0.0
V5,68.87728999999999,Patrol,V6,4000,2600,SUV,AWD,2011,2021-06-07,Summer,40.2,10,143629,37.7,Calm,Irresponsible,0,Preventive,0,None,None,"Oil Filter,Engine Oil",15.8
